Entry No,Word Info,Definition,Transliteration
2716,"Demure,",{%a.%},"vinIta, atinamra, gaMBIra, DIra,"
2717,"Den,",{%s.%},"bilaM, vivaraM, guhA, gahvaraM, kaMdaraH, kuharaM"
2718,"Dengue,",{%s.%},"saMDikasaMnipAta,"
2719,"Denizen,",{%s.%},ni-vAsin
2720,"Denominate,",{%v. t.%},vad-BaR-gad Ahve
2721,"Denote,",{%v. t.%},nirdiS
2722,"Denouement,",{%s.%},"kAryaM, nirvahaRaM, nizWA"
2723,"Denounce,",{%v. t.%} (,amaMgalaM
2724,Denovean,{%adv.%},"punar, BUyaH"
2725,Denovo,{%adv.%},"punar, BUyaH"
2726,"Dense,",{%a.%},"Gana, nibiqa, sAMdra, avirala, niraM-"
2727,"Dent,",{%s.%},prahAra-AGAta-cihnaM
2728,"Dental,",{%a.%},daMtya;
2729,"Dented, Dentated,",{%a.%},"daMtura, BaMgura, anu-"
2730,"Dentifrice,",{%s.%},daMtaSoDanaM-DAvanaM
2731,"Dentist,",{%s.%},daMtavEdyaH-cikitsakaH
2732,"Dentition,",{%s.%},"daMtodBedaH, daMtavfdDi"
2733,"Denude, Denudate,",{%v. t.%},nagnIkf
2734,"Deny,",{%v. t.%},apalap
2735,"Deobstruct,",{%v. t.%},nirviGnIkf
2736,"Deodand,",{%s.%},devopahAraH
2737,Deodorize,{%v. t.%},durgaMDaM hf
2738,"Depaint,",{%See%} {@Paint.@},
2739,"Depart,",{%v. i.%},prasTA
2740,"Depend,",{%v. i.%},avalaMb
2741,"Depict,",{%v. t.%},AliK
2742,"Depilation,",{%s.%},"lo(ro)maharaRaM, ullaMcanaM"
2743,"Depilous,",{%a.%},"akeSa, ro(lo)mahIna"
2744,"Deplete,",{%v. t.%},SUnyIkf
2745,"Deplore,",{%v. t.%},Suc
2746,"Deploy,",{%v. t.%},vistF
2747,"Deplume,",{%v. t.%},pakzAn utpaw
2748,"Depone,",{%v. i.%},saSapaTaM vad
2749,"Depopulate,",{%v. t.%},nirjanIkf
2750,"Deport,",{%v. t.%},pravraj
2751,"Depose,",{%v. t.%} (,rAjyAt
2752,"Deposit,",{%v. t.%},nikzip
2753,"Depot,",{%s.%},"AgAraM, SAlA, sTAnaM, AlayaH,"
2754,"Deprave,",{%v. t.%},duz
2755,"Deprecate,",{%v. t.%} (,prArTanApUrvakaM
2756,"Depreciate,",{%v. t.%},arGataH pat
2757,"Depredate,",{%v. t.%},apahf
2758,"Deprehend,",{%See%} {@Apprehend.@},
2759,"Depress,",{%v. t.%},avanam
2760,"Deprive,",{%v. t.%},apanI
2761,"Depure, Dupurate,",{%See%} {@Purify.@},
2762,"Depute,",{%v. t.%},niyuj
2763,"Deracinate,",{%See%} {@Eradicate.@},
2764,"Derail,",{%v.%},lohamArgAt niHsf
2765,"Derange,",{%v. t.%},viparyas
2766,"Derelict,",{%a%},"tyakta, utsfzWa, parityakta"
2767,"Deride,",{%v. t.%},vi-upa-ava-has
2768,"Derive,",{%v. t.%},nizkfz
2769,"Dermis,",{%s. See%} {@Skin.@},
2770,"Derogate,",{%v. t.%},alpIkf
2771,"Dervise,",{%s.%},saMnyAsin
2772,"Descant,",{%v. i.%},savistaraM vyAKyA
2773,"Descend,",{%v. i.%},avatF-avaruh-avapat
2774,"Descension,",{%s.%},"avapAtaH, aDogamanaM, aDaH-"
2775,"Describe,",{%v. l.%},varR
2776,"Descry,",{%v. t.%},dUrAd Alok
2777,"Desecrate,",{%v. t.%},duz
2778,"Desert,",{%s.%},"maruH, marusTalaM-lI, vAlukApradeSaH,"
2779,"Deserve,",{%v. t.%},arh
2780,"Deshabille,",{%See%} {@Dishabille.@},
2781,"Desiccate,",{%v. t.%},Suz
2782,"Desiderate,","{%See%} {@Desire. -ive,@} {%a.%}",icCA-
2783,"Design,",{%v. t.%},pari-saM-kxp
2784,"Designate,",{%v. t.%},upa -lakz
2785,"Desire,",{%v. t.%},iz
2786,"Desist,",{%v. i.%},viram
2787,"Desk,",{%s.%},"liKanaPalakaH, leKanADAraH"
2788,"Desolate,",{%a.%},nirmAnuza
2789,"Despair,",{%v. i.%},nirAS
2790,"Despatch,",{%v. t.%} (,satvaraM
2791,"Desperado,",{%s.%},"sAhasikaH, prasahyacOraH, sAha-"
2792,"Despise,",{%v. t.%},avajYA
2793,"Despite,",{%s.%},"dvezaH, jugupsA, mAtsaryaM, IrzyA,"
2794,"Despoil,",{%v. t.%},hf
2795,"Despond,",{%v. i.%},nirvid
2796,"Despot,",{%s.%},"prajApIqakaH, lokopaplavakaH,"
2797,"Despumate,",{%v. i.%},utsic
2798,Dessert.,{%v. t.%} (,BojanAMte
2799,"Destine,",{%v. t.%} ({@Destinate@}),nirUp
2800,"Destitute,",{%a.%},"nirDana, arTahIna, nirASraya, du-"
2801,"Destroy,",{%v. t.%},naS
2802,"Desuetude,",{%s.%},virati
2803,"Desultory,",{%a.%},"asatata, ucCfMKala, asTira,"
2804,"Detach,",{%v. t.%},viSliz
2805,"Detail,",{%s.%},"vistaraH, vistAraH; vAgvistaraH, pra-"
2806,"Detain,",{%v. t.%},Df
2807,"Detect,",{%v. t.%},nirUp
2808,"Deter,",{%v. t.%} (,saBayaM
2809,"Deterge,",{%v. t.%},SuD
2810,"Deteriorate,",{%v. i.%},kzi-hA
2811,"Determine,",{%v. t.%},niSci
2812,"Detest,",{%v. t.%},vidviz
2813,"Dethrone,",{%v. t.%},rAjyAd BraMS
2814,"Detonate,",{%v. i.%},sahasA stan
2815,"Detort,",{%See%} {@Pervert.@},
2816,"Detract,",{%v.%},apakfz-apanI
2817,"Detriment,",{%s.%},hAni
2818,"Detrude,",{%v. t.%},avapat
2819,"Detruncate,",{%v. t.%},avacCid
2820,"Deuce,",{%s.%},"dvayaM, dvikaM"
2821,"Devastate,",{%v. t.%},ucCid
2822,"Develop,",{%v. t.%},puz
2823,"Devergence,",{%See%} {@Divergence.@},
2824,"Deviate,",{%v. i.%},ati-vyati-i
2825,"Device,",{%s.%},"upAyaH, yukti"
2826,"Devil,",{%s.%},"BUtaH, vetAlaH, piSAcaH;"
2827,"Devious,",{%a.%},"vakra, kuwila, jihma"
2828,"Devise,",{%v.%},ciMt
2829,"Devoid,","(of), {%a. See%} {@Destitute@} (of).",
2830,"Devoir,",{%s.%},"svakartavyaM, kartavyatA, DarmaH"
2831,"Devolve,",{%v. t.%},nikzip
2832,"Devote,",{%v. t.%},pra-vini-yuj
2833,"Devour,",{%v. t.%},Bakza
2834,"Devout,",{%a.%},"DArmika, Darma-parAyaRaSIla, Darma-"
2835,"Dew,",{%s.%},"nIhAraH, avaSyAyaH, tuzAraH, prAleyaM,"
2836,"Dexterous,",{%a.%},"kuSala, nipuRa, pawu, dakza, laGu-"
2837,"Dextral,",{%a.%},"dakziRa, apasavya, dakziRapArSvasTa"
2838,"Diabetes,",{%s.%},"maDumehaH, pramehaH, bahumUtrarogaH"
2839,"Diabolical,",{%a.%},pESAca
2840,"Diacoustics,",{%s.%},DvanividyA
2841,"Diadem,",{%s.%},"mukuwaM, kirIwaH-waM, mOliH, uzRIzaH-zaM,"
2842,"Diagnosis,",{%s.%},"roganirRayaH nirUpaRaM, roganidAnaM,"
2843,"Diagnostic,",{%s.%},rAgalakzaRaM-cihnaM
2844,"Diagonal,",{%s.%},"karRaH, Sruti"
2845,"Diagram,",{%s.%},citraM
2846,"Dial,",{%s.%},"SaMkuyaMtraM, sUryaGawI"
2847,"Dialect,",{%s.%},"prAkftaBAzA, BAzA"
2848,"Dialectic,",{%s.%},"tarkaH, nyAyaH, hetuvidyA, AnvI-"
2849,"Dialogue,",{%s.%},"saMlApaH, saMvAdaH, saMkaTA, saMBAza-"
2850,"Diameter,",{%s%},"vyAsaH, vizkaMBaH"
2851,"Diamond,",{%s.%},"vajraH-jraM, hIraM, hIrakaH;"
2852,"Diapason,",{%s.%},"svarAzwakaM, svaragrAmaH"
2853,"Diaper,",{%s%},citritaM kzOmaM
2854,"Diaphanic,",{%a.%},"svacCa, viSada;"
2855,"Diaphoretic,",{%a%},svedana
2856,"Diaphragm,",{%s.%},SarIramaDyadeSaH
2857,"Diarrhoea,",{%a.%},"atisAraH, pravAhikA; grahaRI-,"
2858,"Diary,",{%s.%},"dinapatrikA, dEnikavfttapustakaM"
2859,"Diatribe,",{%s.%},"aDikzepaH, kutsAtmako leKaH"
2860,"Dibble,",{%s.%},laGuKanitraM
2861,"Dice,","{%s.%} plural of {@Die,@} s. q. v.",
2862,"Dictate,",{%v. t.%},AjYApUrvakaM kaT
2863,"Diction,",{%s.%},"BAzA, vARI, vAksaraRi"
2864,"Dictionary,",{%s.%},"koSaH-zaH, SabdasaMgrahaH;"
2865,"Dictum,",{%s.%},"vacanaM, AdeSaH, viDiH, niyamA"
2866,"Didactic,","{@-al,@} {%a.%}","upadeSapara, praboDaka"
2867,"Die,",{%s.%},"akzaH, pASakaH, devanaH;"
2868,"Die,",{%v. i.%},mf
2869,"Diet,",{%s.%},"AhAraH, annaM, BojanaM, BakzyaM"
2870,"Differ,",{%v. i.%},Bid
2871,"Difficult,",{%a.%},"asukara, duScara, kaWina, duzkara,"
2872,"Diffidence,",{%s.%},"aviSvAsaH, apratyayaH, A-,"
2873,"Diffract,",{%v. t.%},viyuj
2874,"Diffuse,",{%v. t.%},prasf
2875,"Dig,",{%v. t.%},Kan
2876,"Digest,",{%v. t.%} (,jaWare
2877,"Dight,",{%See%} {@Adorn.@},
2878,"Digit,",{%s.%},"kalA, leKA, reKA"
2879,"Dignity,",{%s.%},mahiman
2880,"Digress,",{%v. i.%},prastutaM na anusaMDA
2881,"Dike,",{%s.%},"setuH, setubaMDaH, piMqalaH, DaraRaH, kUlakaH-"
2882,"Dilacerate,",{%See%} {@Tear.@},
2883,"Dilapidate,",{%v. t.%},jF
2884,"Dilate,",{%v. t.%},vistF
2885,"Dilatory,",{%a.%},"dIrGasUtrin, dIrGasUtra, vilaMbin,"
2886,"Dilemma,",{%s.%},"uBayasaMBavaH, vikalpaH"
2887,"Diligent,",{%a.%},"udyogin, vyavasAyin, udyukta,"
2888,"Dill,",{%s.%},"sAleyaH, maDurikA"
2889,"Dilute,",{%v. t.%},jalena miSr
2890,"Dim,",{%a.%},"maMdadyuti, maMdapraBa, malinakAMti, malina,"
2891,"Dimension,",{%s.%},"pramARaM, parimARaM, mAtrA, mAnaM,"
2892,"Diminish,","{%v. t., v. i. See%} {@Decrease.@}
{@-Diminution,@} {%s.%}","nyUnIkaraRaM, hrAsaH, kzayaH,"
2893,"Dimity,",{%s.%},dfQaM kArpAsavastraM
2894,"Dimple,",{%s.%},"kapolaBaMgaH, gaMqataraMgaH; kapolormi"
2895,"Din,",{%s.%},"kalakalaH, ninAdaH, kolAhalaH, tumula-"
2896,"Dine,",{%v. i.%},Buj
2897,"Ding,",{%v. t.%},SabdAyate
2898,"Dingle,",{%See%} {@Dale.@},
2899,"Dingy,",{%See%} {@Black.@},
2900,"Dint,",{%s.%},"prahAraH, AGAtaH, aBiGAtaH"
2901,"Diocesan,",{%s.%},praDAnaDarmADyakzaH
2902,"Diorthesis,",{%s.%},vakrAMgacikitsA
2903,"Dip,",{%v. i.%},"ni-, masj"
2904,"Diphtheria,",{%s.%},mAMsasaMtAnikA
2905,"Diphthong,",{%s.%},"svaradvayaM, saMyuktasvaraH, saMDyakzaraM"
2906,"Diploma,",{%s.%},padavI aDikAra-dAyakaM patraM
2907,"Diplomacy,",{%s.%},sAman
2908,"Dipsomania,",{%s.%},"madyAsakti,"
2909,"Dire, -ful,",{%a.%},"dAruRa, Gora, ugra, tIvra"
2910,"Direct,",{%v. t.%},saMDA
2911,"Direption,",{%s.%},"apaharaRaM, apahAraH, luMWanaM"
2912,"Dirge,",{%s.%},"karuRagItaM, karuRarasasaMgItaM"
2913,"Dirigible,",{%a.%},niyamya
2914,"Dirigie,",{%s. See%} {@Baloon.@},
2915,"Dirk,",{%See%} {@Dagger.@},
2916,"Dirt,",{%s.%},"malaH-laM, paMkaH, kardamaH, jaMbAlaH-laM, kalkaM,"
2917,"Diruption,",{%See%} {@Eruption.@},
2918,"Disable,",{%v. t.%},anupayukta
2919,"Disabuse,",{%v. t.%},BramaM niras
2920,"Disaccustom,",{%v. t.%},aByAsaM lup
2921,"Disadvantage,",{%s.%},"ahitaM, alABaH, apakAraH,"
2922,"Disaffect,",{%v. t.%},viraMj
2923,"Disaffirmance,",{%s.%},"pratyAKyAnaM, pratyAdeSaH,"
2924,"Disagree,",{%v. i.%},na saMman
2925,"Disallow,",{%v. t.%},na anujYA
2926,"Disanimate,",{%See%} {@Discourage.@},
2927,"Disannul,",{%See%} {@Abolish.@},
2928,"Disappear,",{%v. i.%},aMtar-tiraH-DA
2929,"Disappoint,",{%v. i.%},ASAM BaMj
2930,"Disapprove,",{%v. t.%},niMd
2931,"Disarm,",{%v. t.%},astrARi apahf
2932,"Disarrange,",{%v. t.%},kramaM BaMj
2933,"Disarray,",{%v. t.%},apanah
2934,"Disaster,",{%s.%},Apad-vipad
2935,"Disavow,","{@-al@} {%See%} {@Deny, Denial.@}",
2936,"Disband,",{%v. t.%},yudDavyApArAd muc
2937,"Disbark,",{%v. t.%},nOkAyAH avatF
2938,"Disbelieve,","{%v. t.%} Not {@believe@} q. v.
{@-er,@} {%s.%}","nAstikaH, aviSvAsin"
2939,"Disbend,",{%See%} {@Relax.@},
2940,"Disbranch,",{%v. t.%},niHSAKIkf
2941,"Disburden,",{%v. t.%},BAraM avatF
2942,"Disburse,",{%v. t.%},vyay
2943,"Disc,",{%s. See%} {@Disk.@},
2944,"Discard,",{%v. t.%},apAs
2945,"Discern,",{%v. t.%},vi-vic
2946,"Discerption,",{%s.%},"vyavacCedaH, viBedanaM, vidAraRaM"
2947,"Discharge,",{%v. t.%} (A load &c.),BAraM avatF
2948,"Disciple,",{%s.%},"SizyaH, CAtraH, aMtevAsin"
2949,"Discipline,",{%v. t.%},vinI
2950,"Disclaim,","{@-er,@} {%See%} {@Deny, Denier.@}",
2951,"Disclose,",{%v. t.%},vivf
2952,"Discolour,",{%v. t.%},varRAMtaraM grah
2953,"Discomfit,",{%v. t.%},vi-pra DvaMs
2954,"Discomfort,",{%v. t.%},pIq
2955,"Discommend,",{%See%} {@Censure.@},
2956,"Discompose,",{%v. t.%},kzuB
2957,"Disconcert,",{%v. t.%},KaMq
2958,"Disconformity,",{%s.%},"viroDaH, virudDatA, a-"
2959,"Disconnect,","{%See%} {@Separate. -ion,@} {%s.%}","viSlezaH, asaMgati"
2960,"Disconsolate,",{%a.%},"Kinna, vizaRRa, dIna, udvigna,"
2961,"Discontent,",{%a.%},"asaMtuzwa, atfpta"
2962,"Discontinue,",{%v. t.%},tyaj
2963,"Discord,",{%v. i.%},visaMvad
2964,"Discount,",{%v. t.%},BAgaM ud-hf
2965,"Discountenance,",{%v. t.%},na anugrah
2966,"Discourage,",{%v. t.%},utsAhaBaMgaM kf
2967,"Discourse,",{%v. i.%},saMvad
2968,"Discourteous,",{%a.%},"asaBya, aSizwa, avinIta,"
2969,"Discover,",{%v. t.%},vivf
2970,"Discredit,",{%v. t.%},na viSvas
2971,"Discreet,",{%a.%},"samIkzya-vimfSya-kArin, vica-"
2972,"Discrepant,",{%a.%},"viBinna, virudDa, viparIta, a-"
2973,"Discrete,",{%a.%},"viBinna, vivikta"
2974,"Discriminate,",{%v. t.%},vi-vic
2975,"Discursive,",{%a.%},"nAnAvizaya, anekaprasaMga;"
2976,"Discus,",{%s.%},cakraM
2977,"Discuss,",{%v. t.%},vicar
2978,"Discussive, Discutient,",{%a.%},SoTaGna
2979,"Disdain,",{%v. t.%},avaman
2980,"Disease,",{%s.%},"rogaH, gadaH, vyADi"
2981,"Disembark,",{%v. i.%},potAt-nOkAyAH avatF
2982,"Disedge,",{%See%} {@Blunt.@},
2983,"Disembarrass,",{%See%} {@Clear.@},
2984,"Disembitter,",{%v. t.%},tiktatvaM-kawutvaM-apanI
2985,"Disembody,",{%v. t. See%} {@Disband. 2@},deha-
2986,"Disembogue,",{%v. i.%},nirgam-nisf
2987,"Disemploy,",{%See%} {@Discharge.@},
2988,"Disenable,",{%See%} {@Disable.@},
2989,"Disembroil,",{%v. t.%},udvegAt-saMBramAd-muc
2990,"Disenchant,",{%v. t.%},pratikf
2991,"Disencumber,",{%v. t.%},pratibaMDAn apanI
2992,"Disengage,",{%v. t.%},viyuj
2993,"Disentangle,","{%v. t.%} {@Disengage,@} q. v. {@2@}",viyuj
2994,"Disenthral,",{%v. t.%},dAsyAt muc
2995,"Disentrance,",{%s.%},mUrcCanAtprabuD
2996,"Disesteem,",{%v. t.%},avaman
2997,"Disfavour,",{%v. t.%},na anugrah
2998,"Disfigure,",{%v. t.%},virUp
2999,"Disfranchise,",{%v. t.%},pAratvaM-pOrADikAraM-hf
3000,"Disgorge,",{%v. t.%},ud-gF
3001,"Disgrace,",{%s.%},"apamAnaH, ava-vi-mAnanA, pari-"
3002,"Disguise,",{%v. t.%},kapawaveSena-veSAMtareRa-guh
3003,"Disgust,",{%v. t.%},udvegaM-nirvedaM-utpad
3004,"Dish,",{%s.%},"SarAvaH, pAtraM, BAjanaM"
3005,"Dishabille,",{%a.%},"vivastra, kucela, akftABaraRa"
3006,"Dishearten,",{%See%} {@Discourage.@},
3007,"Dishevel,",{%v. t.%},pra-vi-kf
3008,"Dishonest,",{%a.%},"aSuci, asarala, anfju, sa-"
3009,"Dishonour,","{%v. t.%} {@Disgrace,@} q. v. {@2@}",ava-
3010,"Dishumour,",{%s.%},"svaBAvavakratA, vakraSIlatA,"
3011,"Disillusion,",{%v. t.%},mohaM
3012,"Disincline,",{%v. t.%},viraMj
3013,"Disinfect,",{%v. t.%},SuD
3014,"Disingenuous,",{%a.%},"anudAra, adakziRa,"
3015,"Disinherit,","{@Disherit,@} {%v. t.%}",rikTADikArAd
3016,"Disintegrate,",{%v. t.%},viyuj
3017,"Disinter,",{%v. t.%} (,SavaM
3018,"Disinterested,",{%a.%},"niHspfha, udAsIna, nirmama,"
3019,"Disjoin,","{@Disjoint,@} {%v. See%} {@Separate. 2@}
(Disjoint)",visaMDA
3020,"Disjunct,",{%a.%},"viyukta, viSlizwa, asaMlagna, vi-"
3021,"Disk,",{%s.%},"biMbaM, maMqalaM, parivezaH, pariDiH"
3022,"Dislike,",{%s.%},aruci
3023,"Disliken,",{%v. t.%},asamIkf
3024,"Dislocate,",{%v. t.%},saMDeH cal
3025,"Dislodge,",{%v. t.%},apa-niH-sf
3026,"Disloyal,",{%a.%},"BaktihIna, rAjadrohin, rAjApaTya-"
3027,"Dismal,",{%a.%},"udAsIna, aprasanna, saSoka, saKeda,"
3028,"Dismantle,",{%v. t.%},vastraM apahf
3029,"Dismask,",{%v. t.%},kapawaveSaM avatF
3030,"Dismast,",{%v. t.%},kUpakaM BaMj
3031,"Dismay,",{%s.%},"saM-, trAsaH, sADvasaM, BayaM, BIti"
3032,"Dismember,",{%v. t.%},aMgAni viGaw
3033,"Dismiss,",{%v. t.%},visfj
3034,"Dismount,",{%v. i.%} (,aSvAt-aSvapfzWAt
3035,"Disobey,",{%v. t.%} (Orders),BaMj
3036,"Disoblige,",{%v. t.%},apriyaM Acar
3037,"Disorder,",{%s.%},"AkulatvaM, tumulaM, viplavaH, vEklavyaM,"
3038,"Disorganize,",{%See%} {@Disorder.@},
3039,"Disown,",{%v. t.%},pratyAKyA
3040,"Disparage,",{%v. t.%},pariBU
3041,"Disparity,",{%s.%},"asAmyaM, vizamatA, vEzamyaM, BedaH,"
3042,"Dispart,",{%v. t.%},viBaj
3043,"Dispassion,",{%s.%},"virAgaH, praSAMti"
3044,"Dispatch,",{%See%} {@Despatch.@},
3045,"Dispel,",{%v. t.%},apa-parA-nud
3046,"Dispensary,",{%s.%},"OzaDaSAlA, rogacikitsA-"
3047,"Dispense,",{%v. t.%},viDA
3048,"Dispeople,",{%v. t.%},nirjanIkf
3049,"Disperse,",{%v. t.%},apa-vi-kF
3050,"Disspirit,",{%See%} {@Discourage.@},
3051,"Displace,",{%v. t.%} (,svasTAnAt
3052,"Displant,",{%v. t.%},unmUl
3053,"Display,",{%v. t.%},dfS
3054,"Displease,",{%v. t.%},vipriyaM-anizwaM-kf
3055,"Displode,",{%See%} {@Explode.@},
3056,"Displume,",{%v. t.%},pakzAn ud-hf
3057,"Disport,","{%v. See%} {@Amuse, Play.@} {%-s.%}","vihAraH,"
3058,"Dispose,",{%v. t.%},vinyas
3059,"Dispossess,",{%v. t.%},aDikArAt-svatvAd-BraMS
3060,"Dispraise,",{%See%} {@Censure.@},
3061,"Dispread,",{%v. t.%},nAnAdikzu vidru
3062,"Disproportion,",{%s.%},"vEzamyaM, asamatA, ananu-"
3063,"Disprove,",{%v. t.%},pratyAKyA
3064,"Dispute,",{%v.%},vivad
3065,"Disqualify,",{%v. t.%},akzama-ayogya
3066,"Disquiet,",{%v. t.%},AkulIkf
3067,"Disquisition,",{%s.%},"vicAraH, parIkzA, vivecanaM,"
3068,"Disregard,",{%v. t.%},upekz
3069,"Disrelish,",{%s.%},aruci
3070,"Disrepute,","{@-ation,@} {%s.%}",a-apa-kIrti
3071,"Disrespect,",{%v. t.%},na Ad
3072,"Disrobe,",{%v. t.%},vivasanIkf
3073,"Disrupt,",{%v. t.%},BaMj
3074,"Dissatisfy,",{%v. t.%},asaMtozaM-atfptiM-utpad
3075,"Dissect,",{%v. t.%} (,aMgAni
3076,"Dissemble,",{%v. t.%},apa-vyapa-diS
3077,"Disseminate,",{%v. t.%},vi-pra-kF
3078,"Dissent,",{%v. i.%},vivad
3079,"Dissension,",{%s.%},"BedaH, kalahaH, kaliH, viroDaH,"
3080,"Dissertation,",{%s.%},"vivaraRaM, vacanaM, prabaMDaH,"
3081,"Disserve,",{%v. t.%},apakf
3082,"Dissever,",{%v. i.%},viyuj
3083,"Dissident,",{%a.%},"vimata, Binnamata"
3084,"Dissimilar,",{%a.%},"Binna, asadfSa"
3085,"Dissimulation,",{%s.%},"CalaM, kapawaM, Cadman"
3086,"Dissipate,",{%v. t.%},vi-pra-kF
3087,"Dissociate,",{%See%} {@Separate.@},
3088,"Dissolve,",{%v. t.%},vilI
3089,"Dissonance,",{%See%} {@Discord.@},
3090,"Dissuade,",{%v. t.%},nivAr
3091,"Dissyllable,",{%s.%},"dvyakzaraM, dvyakzaraH SabdaH"
3092,"Distaff,",{%s.%},tarku
3093,"Distance,",{%s.%} (Space),aDvan
3094,"Distaste,",{%s.%},aruci
3095,"Distemper,","{%s.%} {@Disease,@} q. v. {@2@}","vyaTA,"
3096,"Distend,",{%v. t.%},vitan
3097,"Distich,",{%s.%},"SlokaH, dvicaraRaM; dvipadaM"
3098,"Distil,",{%v. i.%},kzar
3099,"Distinguish,",{%v. t.%},vi-vic
3100,"Distort,",{%v. t.%},AkuMc
3101,"Distract,",{%v. t.%},AkulIkf
3102,"Distrain,",{%v. t.%},fRahetoH baMD
3103,"Distraught,",{%a. See%} {@Distracted.@},
3104,"Distress,",{%s.%},"duHKaM, SokaH, kleSaH, kazwaM, pIqA,"
3105,"Distribute,",{%v. t.%},viBaj
3106,"District,",{%s.%},"deSaviBAgaH, prAMtaH, maMqalaM, cakraM,"
3107,"Distrust,",{%v. t.%},A-pari-SaMk
3108,"Disturb,",{%v. t.%},AkulIkf
3109,"Disunite,",{%v. t.%},viyuj
3110,"Disuse,","{@Disusage,@} {%s.%}","avyavahAraH, vilopaH,"
3111,"Ditch,",{%s.%},"pariKA, KAtaM, gartA-rtaH, upakulyA,"
3112,"Ditto,",{%adv.%},taTA;
3113,"Ditty,",{%s.%},"gItaM, gIti"
3114,"Diuretic,",{%a.%},mUtravarDaka
3115,"Diuturnal,",{%a.%},cirakAlika(kI
3116,"Divagation,","{%s. See%} {@Digression,@}",utpaTa-
3117,"Divan,",{%s.%},SizwasaBA
3118,"Divaricate,",{%v. i.%},dviDA BU
3119,"Dive,",{%v. i.%},vi-ava-gAh
3120,"Diverge,",{%v. i.%} (,ekakeMdrAd
3121,"Diverse,","({@Divers@}), {%a.%}","aneka, viviDa, nAnA-"
3122,"Divert,",{%v. t.%},vinud
3123,"Divest,",{%v. t.%},hf
3124,"Divide,",{%v. t.%},viBid
3125,"Divine,",{%a.%},"divya, dEva"
3126,"Divorce,",{%v. t.%},tyaj
3127,"Divulge,",{%v. t.%},prakAS
3128,"Divulsion,",{%s.%},"vivaraRaM, utpAwanaM"
3129,"Dizzy,",{%a.%},"Bramin, GUrRamAna"
3130,"Do,",{%v. t.%},kf
3131,"Docile,",{%a.%},"vineya, anuviDAyin, viDeya, vaSya,"
3132,"Dock,",{%s.%},CinnapucCaM
3133,"Docket,",{%s.%},"sUcipatraM, arTinAmAvalI"
3134,"Doctor,",{%s.%},Bizaj
3135,"Doctrine,",{%s.%},mataM
3136,"Document,",{%s.%},"leKyaM, leKaH, patraM, patrakaM,"
3137,"Dodecagon,",{%s.%},"dvAdaSAsraM, dvAdaSakoRaH"
3138,"Dodge,",{%v. t.%},vaMc
3139,"Doe,",{%s.%},"mfgI, hariRI, eRI, pfzatI, kurarI"
3140,"Doff,",{%v. t.%} (,vastraM
3141,"Dog,",{%s.%},Svan
3142,"Dogged,",{%a.%},"kaWina, nizWura, vakraBAva"
3143,"Doggerel,",{%a.%},vizama;
3144,"Dogma,",{%s%},"mataM, tattvaM, niyamaH, vyavasTA, viDiH,"
3145,"Dole,",{%s.%},"aMSaH, BAgaH, viBAgaH, CedaH, udDAraH"
3146,"Doll,",{%s.%},"SAlaBaMjikA, pAMcAlikA, pAMcAlI,"
3147,"Dolour,",{%s.%},"SokaH, kleSaH, KedaH, Arti"
3148,"Dolphin,",{%s.%},"sTUlamInaH, matsyaBedaH"
3149,"Dolt,",{%s.%},"sTUla-maMda-budDiH, mUQaH, mUrKaH, jaqaH"
3150,"Domain,",{%s.%},"rAzwraM, vizayaH, pradeSaH"
3151,"Dome,",{%s.%},arDagolAkfti SfMgaM-SiKaraM
3152,"Domestic,",{%a.%},"grAmya, grAma-gfha"
3153,"Domicile,",{%s.%},"gfhaM, A-ni-vAsaH, AlayaH,"
3154,"Dominant,",{%a.%},"prabala, praDAna, prakfzwa, SrezWa, pra-"
3155,"Dominate,",{%v. i.%},SAs
3156,"Domineer,",{%v. t.%},sagarvaM SAs
3157,"Dominical,","{%a., s.%}",BawwArakavAsaraH
3158,"Dominie,",{%s. See%} {@Tutor.@},
3159,"Dominion,",{%s.%},"aDikAraH, ESvaryaM, praButvaM, SA-"
3160,"Domino,",{%s.%},dIrGaprAvAraH
3161,"Don,",{%s.%},"sujanaH, AryaH, SizwajanaH"
3162,"Donary,",{%s.%},DarmArTaM dattaM-dAnaM
3163,"Donation,",{%s.%},"dAnaM, upAyanaM, vitaraRaM, upahAraH,"
3164,"Donor,",{%s.%},dAtf
3165,"Donkey,",{%s.%},"KaraH, rAsaBaH, gardaBaH, cakrIvat"
3166,"Doodle,",{%s.%},"alpabudDiH, jaqaH, durmatiH, maMdaH"
3167,"Doom,",{%v. t.%},daMq
3168,"Door,",{%s.%},dvAraM
3169,"Dope,",{%v. t.%},unmad
3170,"Dormant,",{%a.%},"nidrita, Sayita, supta"
3171,"Dormitory,",{%s.%},"SayyA-Sayana-gfhaM, nidrASAlA,"
3172,"Dorsal,",{%a.%},pfzWasaMbaMDin
3173,"Dose,",{%s.%},mAtrA;
3174,"Dot,",{%s.%},"biMduH, SUnyaM, KaM"
3175,"Dote,","(upon), {%v. i.%}",atyaMtaM aBilaz
3176,"Double,",{%a.%},"dviguRa, dvEDa"
3177,"Doublet,",{%s.%},"urovastraM, uraHpariDAnaM"
3178,"Doubt,",{%v. i.%},A-vi-SaMk
3179,"Douceur,",{%s.%},"pAritozikaM, upAyanaM, utkocaH"
